Pallet: "treasury", Extrinsic: "claim_bounty", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
u,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
840,118585,2420,4,22,5,2
840,117394,2375,4,22,5,2
840,117577,2344,4,22,5,2
840,117083,2379,4,22,5,2
840,117436,2335,4,22,5,2
840,117489,2358,4,22,5,2
840,117109,2335,4,22,5,2
840,117290,2360,4,22,5,2
840,117346,2335,4,22,5,2
840,117270,2368,4,22,5,2
840,117389,2319,4,22,5,2
840,117104,2353,4,22,5,2
840,117619,2390,4,22,5,2
860,117572,2321,4,22,5,2
860,116776,2387,4,22,5,2
860,117197,2385,4,22,5,2
860,117083,2375,4,22,5,2
860,117162,2441,4,22,5,2
860,117745,2428,4,22,5,2
860,116999,2336,4,22,5,2
860,117108,2379,4,22,5,2
860,119971,2304,4,22,5,2
860,117016,2406,4,22,5,2
860,116780,2353,4,22,5,2
860,117243,2387,4,22,5,2
860,116619,2311,4,22,5,2
860,117006,2356,4,22,5,2
860,116962,2385,4,22,5,2
860,116954,2447,4,22,5,2
860,116706,2310,4,22,5,2
860,117030,2310,4,22,5,2
860,117495,2359,4,22,5,2
860,117670,2270,4,22,5,2
880,117055,2393,4,22,5,2
880,116587,2394,4,22,5,2
880,117479,2361,4,22,5,2
880,117403,2331,4,22,5,2
880,116621,2341,4,22,5,2
880,116894,2383,4,22,5,2
880,117219,2355,4,22,5,2
880,117778,2432,4,22,5,2
880,116952,2413,4,22,5,2
880,117455,2423,4,22,5,2
880,117330,2411,4,22,5,2
880,117598,2431,4,22,5,2
880,117679,2374,4,22,5,2
880,117647,2445,4,22,5,2
880,117188,2335,4,22,5,2
880,117137,2453,4,22,5,2
880,121229,2423,4,22,5,2
880,116595,2444,4,22,5,2
880,116867,2371,4,22,5,2
880,117209,2349,4,22,5,2
900,117493,2311,4,22,5,2
900,117997,2391,4,22,5,2
900,117108,2377,4,22,5,2
900,117112,2277,4,22,5,2
900,117206,2229,4,22,5,2
900,117058,2229,4,22,5,2
900,117298,2322,4,22,5,2
900,117315,2368,4,22,5,2
900,117374,2275,4,22,5,2
900,117096,2364,4,22,5,2
900,117180,2312,4,22,5,2
900,116901,2380,4,22,5,2
900,117152,2310,4,22,5,2
900,117597,2300,4,22,5,2
900,117572,2296,4,22,5,2
900,117276,2319,4,22,5,2
900,117077,2311,4,22,5,2
900,117350,2359,4,22,5,2
900,117310,2314,4,22,5,2
900,116774,2388,4,22,5,2
920,117007,2315,4,22,5,2
920,116568,2362,4,22,5,2
920,116913,2329,4,22,5,2
920,116759,2336,4,22,5,2
920,119949,2374,4,22,5,2
920,116701,2438,4,22,5,2
920,117207,2345,4,22,5,2
920,117435,2320,4,22,5,2
920,117682,2338,4,22,5,2
920,117183,2330,4,22,5,2
920,117913,2393,4,22,5,2
920,116781,2345,4,22,5,2
920,117427,2370,4,22,5,2
920,117072,2382,4,22,5,2
920,116666,2441,4,22,5,2
920,117162,2452,4,22,5,2
920,116423,2396,4,22,5,2
920,116415,2414,4,22,5,2
920,117219,2358,4,22,5,2
920,116606,2342,4,22,5,2
940,117304,2318,4,22,5,2
940,117031,2401,4,22,5,2
940,116682,2281,4,22,5,2
940,118355,2341,4,22,5,2
940,117459,2317,4,22,5,2
940,117742,2355,4,22,5,2
940,117062,2351,4,22,5,2
940,117177,2396,4,22,5,2
940,118181,2270,4,22,5,2
940,116908,2353,4,22,5,2
940,117189,2268,4,22,5,2
940,117062,2293,4,22,5,2
940,120405,2368,4,22,5,2
940,116664,2294,4,22,5,2
940,116991,2313,4,22,5,2
940,116857,2313,4,22,5,2
940,116832,2292,4,22,5,2
940,116685,2280,4,22,5,2
940,117266,2406,4,22,5,2
940,117239,2281,4,22,5,2
960,117733,2396,4,22,5,2
960,118383,2250,4,22,5,2
960,118253,2382,4,22,5,2
960,117603,2321,4,22,5,2
960,117115,2318,4,22,5,2
960,117135,2382,4,22,5,2
960,117499,2353,4,22,5,2
960,117689,2406,4,22,5,2
960,117225,2453,4,22,5,2
960,118147,2351,4,22,5,2
960,117808,2385,4,22,5,2
960,118591,2381,4,22,5,2
960,117734,2368,4,22,5,2
960,117550,2434,4,22,5,2
960,118306,2440,4,22,5,2
960,116994,2375,4,22,5,2
960,116921,2447,4,22,5,2
960,117420,2339,4,22,5,2
960,117787,2366,4,22,5,2
960,117537,2281,4,22,5,2
980,117570,2389,4,22,5,2
980,116409,2290,4,22,5,2
980,117161,2278,4,22,5,2
980,116738,2399,4,22,5,2
980,116623,2399,4,22,5,2
980,117134,2428,4,22,5,2
980,117078,2365,4,22,5,2
980,117775,2381,4,22,5,2
980,117078,2281,4,22,5,2
980,120501,2380,4,22,5,2
980,117411,2414,4,22,5,2
980,116837,2344,4,22,5,2
980,116812,2371,4,22,5,2
980,116404,2312,4,22,5,2
980,116771,2351,4,22,5,2
980,116813,2422,4,22,5,2
980,117423,2445,4,22,5,2
980,117595,2388,4,22,5,2
980,116567,2368,4,22,5,2
980,117649,2346,4,22,5,2
1000,117369,2314,4,22,5,2
1000,117991,2361,4,22,5,2
1000,117330,2349,4,22,5,2
1000,117000,2366,4,22,5,2
1000,118158,2275,4,22,5,2
1000,117889,2275,4,22,5,2
1000,116351,2330,4,22,5,2
1000,117446,2395,4,22,5,2
1000,117543,2324,4,22,5,2
1000,117223,2303,4,22,5,2
1000,117234,2379,4,22,5,2
1000,117252,2357,4,22,5,2
1000,116826,2301,4,22,5,2
1000,116949,2351,4,22,5,2
1000,116471,2360,4,22,5,2
1000,117335,2403,4,22,5,2
1000,117490,2290,4,22,5,2
1000,118985,2364,4,22,5,2
1000,117268,2444,4,22,5,2
1000,116929,2301,4,22,5,2

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    117.3
    + u        0
              µs

Reads = 4 + (0 * u)
Writes = 5 + (0 * u)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    u   mean µs  sigma µs       %
    0       118     0.309    0.2%
   20     117.2     0.201    0.1%
   40     117.2      0.18    0.1%
   60     117.3      0.18    0.1%
   80     117.8     0.147    0.1%
  100     116.9     0.102    0.0%
  120     117.8     0.145    0.1%
  140     117.3     0.164    0.1%
  160     117.4     0.157    0.1%
  180     117.6     0.151    0.1%
  200       117     0.132    0.1%
  220     117.4     0.232    0.1%
  240     117.3     0.182    0.1%
  260     117.3     0.132    0.1%
  280     117.4      0.19    0.1%
  300     116.6     0.144    0.1%
  320     117.4     0.227    0.1%
  340     117.4     0.248    0.2%
  360     117.8     0.107    0.0%
  380     116.8     0.111    0.0%
  400     117.4     0.257    0.2%
  420     116.8     0.144    0.1%
  440     117.5     0.154    0.1%
  460     116.2     0.121    0.1%
  480     116.8     0.076    0.0%
  500     116.7     0.228    0.1%
  520     116.8     0.108    0.0%
  540     117.4     0.173    0.1%
  560     117.2     0.159    0.1%
  580     117.2     0.177    0.1%
  600     117.2     0.172    0.1%
  620     117.4      0.19    0.1%
  640     117.4     0.218    0.1%
  660     117.1     0.215    0.1%
  680     117.2     0.111    0.0%
  700     116.9     0.206    0.1%
  720     117.2     0.196    0.1%
  740     116.7     0.065    0.0%
  760     116.8     0.136    0.1%
  780     116.9     0.162    0.1%
  800       117     0.212    0.1%
  820     117.6     0.169    0.1%
  840     117.4     0.108    0.0%
  860       117     0.089    0.0%
  880     117.2     0.164    0.1%
  900     117.2     0.085    0.0%
  920       117     0.189    0.1%
  940     117.1     0.123    0.1%
  960     117.6     0.125    0.1%
  980       117     0.229    0.1%
 1000     117.2     0.129    0.1%

Quality and confidence:
param     error
u             0

Model:
Time ~=    117.3
    + u        0
              µs

Reads = 4 + (0 * u)
Writes = 5 + (0 * u)
