2020-05-05 19:13:34.279 main TRACE benchmark  Start Benchmark: c 0
2020-05-05 19:13:34.279 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8eba7fb8745735dc3be2a2c61a72c39e78=Some(340b32ee31a132e6687a836e5c3c2c19b41f835737fbebba8fa2565144b0d014abd47e62175ed158000000000000000000105cefbf2cbf0de79aa318cf27d43e62d5e9aa275fe5965e3ac1b85c11051ed3d47e62175ed1580000000000000000001510d8d06dea51ca488970a140a49972e4f168a7798672fdf7f93fea2390b095d47e62175ed1580000000000000000002ca1a87481fcad3e4b48e0cec7ec64e3e8e6504539fec97ff600e5d9f5f31f62d47e62175ed15800000000000000000047e3cf5f26748ab0e0ae48883b93e386381d5e3c55682ddd2d63dafd863cd21fd47e62175ed1580000000000000000005ea1d801e0c9c32d80a94cdcd75d1b080a480b333e223eea1e7a73ad57c1d8ddd47e62175ed15800000000000000000066ce314f86ad916adf699af5ab0570f36b7a907c05d192859e6d277000a74ddfd47e62175ed158000000000000000000921f48295fa9d24c09956e3d7978300175c37dd75ff57223752013ba5536150bd47e62175ed15800000000000000000098d2339fce9fb67b09c7466c855afbbc35e7975df2343fd49e24ada54d51eccad47e62175ed1580000000000000000009c3caae00fd3b3ff2f377119c51e4c5695fbd62c865337b81a73d33126d1b5ead47e62175ed158000000000000000000b2e75fbf7ca26e04e0c388e96256f5458c4f2ac6e9540ccb75a321a269e7e150d47e62175ed158000000000000000000e70c4bf4e320bceefe4088b3359b91f2f046c3bb08288824a2a7da8eea8e664dd47e62175ed158000000000000000000fcf71f93da00c0713c9e5e310aba371d8d7a430a822a2842acaaa5713737f14ad47e62175ed158000000000000000000)
2020-05-05 19:13:34.279 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e40982df579bdf1315224f41e5f482063=Some(00)
2020-05-05 19:13:34.279 main TRACE state  7be5: Put e2e62dd81c48a88f73b6f6463555fd8e40982df579bdf1315224f41e5f482063=Some(00)
2020-05-05 19:13:34.279 main TRACE state  7be5: Put e2e62dd81c48a88f73b6f6463555fd8eba7fb8745735dc3be2a2c61a72c39e78=Some(300b32ee31a132e6687a836e5c3c2c19b41f835737fbebba8fa2565144b0d014abd47e62175ed158000000000000000000105cefbf2cbf0de79aa318cf27d43e62d5e9aa275fe5965e3ac1b85c11051ed3d47e62175ed1580000000000000000001510d8d06dea51ca488970a140a49972e4f168a7798672fdf7f93fea2390b095d47e62175ed1580000000000000000002ca1a87481fcad3e4b48e0cec7ec64e3e8e6504539fec97ff600e5d9f5f31f62d47e62175ed1580000000000000000005ea1d801e0c9c32d80a94cdcd75d1b080a480b333e223eea1e7a73ad57c1d8ddd47e62175ed15800000000000000000066ce314f86ad916adf699af5ab0570f36b7a907c05d192859e6d277000a74ddfd47e62175ed158000000000000000000921f48295fa9d24c09956e3d7978300175c37dd75ff57223752013ba5536150bd47e62175ed15800000000000000000098d2339fce9fb67b09c7466c855afbbc35e7975df2343fd49e24ada54d51eccad47e62175ed1580000000000000000009c3caae00fd3b3ff2f377119c51e4c5695fbd62c865337b81a73d33126d1b5ead47e62175ed158000000000000000000b2e75fbf7ca26e04e0c388e96256f5458c4f2ac6e9540ccb75a321a269e7e150d47e62175ed158000000000000000000e70c4bf4e320bceefe4088b3359b91f2f046c3bb08288824a2a7da8eea8e664dd47e62175ed158000000000000000000fcf71f93da00c0713c9e5e310aba371d8d7a430a822a2842acaaa5713737f14ad47e62175ed158000000000000000000)
2020-05-05 19:13:34.279 main TRACE state  7be5: Get 11f3ba2e1cdd6d62f2ff9b5589e7ff8188c2f7188c6fdd1dffae2fa0d171f440=None
2020-05-05 19:13:34.279 main TRACE state  7be5: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff81ba7fb8745735dc3be2a2c61a72c39e78=Some(300b32ee31a132e6687a836e5c3c2c19b41f835737fbebba8fa2565144b0d014ab105cefbf2cbf0de79aa318cf27d43e62d5e9aa275fe5965e3ac1b85c11051ed31510d8d06dea51ca488970a140a49972e4f168a7798672fdf7f93fea2390b0952ca1a87481fcad3e4b48e0cec7ec64e3e8e6504539fec97ff600e5d9f5f31f625ea1d801e0c9c32d80a94cdcd75d1b080a480b333e223eea1e7a73ad57c1d8dd66ce314f86ad916adf699af5ab0570f36b7a907c05d192859e6d277000a74ddf921f48295fa9d24c09956e3d7978300175c37dd75ff57223752013ba5536150b98d2339fce9fb67b09c7466c855afbbc35e7975df2343fd49e24ada54d51ecca9c3caae00fd3b3ff2f377119c51e4c5695fbd62c865337b81a73d33126d1b5eab2e75fbf7ca26e04e0c388e96256f5458c4f2ac6e9540ccb75a321a269e7e150e70c4bf4e320bceefe4088b3359b91f2f046c3bb08288824a2a7da8eea8e664dfcf71f93da00c0713c9e5e310aba371d8d7a430a822a2842acaaa5713737f14a)
2020-05-05 19:13:34.279 main TRACE state  7be5: Put 11f3ba2e1cdd6d62f2ff9b5589e7ff81cb3136ee16886ac28a54f39e605b387a=None
2020-05-05 19:13:34.279 main TRACE state  7be5: Get 26aa394eea5630e07c48ae0c9558cef7b99d880ec681799c0cf30e8886371da9646258d190eb01accd2c14ed7705071547e3cf5f26748ab0e0ae48883b93e386381d5e3c55682ddd2d63dafd863cd21f=Some(000000000100c02162ece85400000000000000000000c040b571e803000000000000000000008062175ed15800000000000000000000000000000000000000000000000000)
2020-05-05 19:13:34.279 main TRACE state  7be5: Put 26aa394eea5630e07c48ae0c9558cef7b99d880ec681799c0cf30e8886371da9646258d190eb01accd2c14ed7705071547e3cf5f26748ab0e0ae48883b93e386381d5e3c55682ddd2d63dafd863cd21f=Some(000000000100c02162ece85400000000000000000000407a10f35a00000000000000000000008062175ed15800000000000000000000000000000000000000000000000000)
2020-05-05 19:13:34.279 main TRACE state  7be5: Get c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(00c0bb1ff3a81a8a8a02000000000000)
2020-05-05 19:13:34.279 main TRACE state  7be5: Put c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(0040f57a741b178a8a02000000000000)
2020-05-05 19:13:34.279 main TRACE state  7be5: Get 26aa394eea5630e07c48ae0c9558cef702a5c1b19ab7a04f536c519aca4983ac=Some(01000000)
2020-05-05 19:13:34.279 main TRACE state  7be5: Get 26aa394eea5630e07c48ae0c9558cef7ff553b5a9862a516939d82b3d3d8661a=None
2020-05-05 19:13:34.279 main TRACE state  7be5: Get 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=None
2020-05-05 19:13:34.279 main TRACE state  7be5: Put 26aa394eea5630e07c48ae0c9558cef70a98fdbe9ce6c55837576c60c7af3850=Some(01000000)
2020-05-05 19:13:34.279 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e948ece45793d7f15c9c0b9574ddbc665=None
2020-05-05 19:13:34.279 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8eba7fb8745735dc3be2a2c61a72c39e78=Some(300b32ee31a132e6687a836e5c3c2c19b41f835737fbebba8fa2565144b0d014abd47e62175ed158000000000000000000105cefbf2cbf0de79aa318cf27d43e62d5e9aa275fe5965e3ac1b85c11051ed3d47e62175ed1580000000000000000001510d8d06dea51ca488970a140a49972e4f168a7798672fdf7f93fea2390b095d47e62175ed1580000000000000000002ca1a87481fcad3e4b48e0cec7ec64e3e8e6504539fec97ff600e5d9f5f31f62d47e62175ed1580000000000000000005ea1d801e0c9c32d80a94cdcd75d1b080a480b333e223eea1e7a73ad57c1d8ddd47e62175ed15800000000000000000066ce314f86ad916adf699af5ab0570f36b7a907c05d192859e6d277000a74ddfd47e62175ed158000000000000000000921f48295fa9d24c09956e3d7978300175c37dd75ff57223752013ba5536150bd47e62175ed15800000000000000000098d2339fce9fb67b09c7466c855afbbc35e7975df2343fd49e24ada54d51eccad47e62175ed1580000000000000000009c3caae00fd3b3ff2f377119c51e4c5695fbd62c865337b81a73d33126d1b5ead47e62175ed158000000000000000000b2e75fbf7ca26e04e0c388e96256f5458c4f2ac6e9540ccb75a321a269e7e150d47e62175ed158000000000000000000e70c4bf4e320bceefe4088b3359b91f2f046c3bb08288824a2a7da8eea8e664dd47e62175ed158000000000000000000fcf71f93da00c0713c9e5e310aba371d8d7a430a822a2842acaaa5713737f14ad47e62175ed158000000000000000000)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e40982df579bdf1315224f41e5f482063=Some(00)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e71cd3068e6118bfb392b798317f63a8910c174c55fd2c633e659a7a1628cdd93febc04a4e0646ea20e9f5f0ce097d9a05290d4a9e054df4e=Some(0000c16ff2862300000000000000000004e659a7a1628cdd93febc04a4e0646ea20e9f5f0ce097d9a05290d4a9e054df4e)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(0040f57a741b178a8a02000000000000)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e71cd3068e6118bfb392b798317f63a891724ea4eff5d1713e70c4bf4e320bceefe4088b3359b91f2f046c3bb08288824a2a7da8eea8e664d=Some(008062175ed15800000000000000000004e70c4bf4e320bceefe4088b3359b91f2f046c3bb08288824a2a7da8eea8e664d)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(0040f57a741b178a8a02000000000000)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e71cd3068e6118bfb392b798317f63a892765b33556f4455f2ca1a87481fcad3e4b48e0cec7ec64e3e8e6504539fec97ff600e5d9f5f31f62=Some(008062175ed158000000000000000000042ca1a87481fcad3e4b48e0cec7ec64e3e8e6504539fec97ff600e5d9f5f31f62)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(0040f57a741b178a8a02000000000000)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e71cd3068e6118bfb392b798317f63a892babf25150efa0fe5ea1d801e0c9c32d80a94cdcd75d1b080a480b333e223eea1e7a73ad57c1d8dd=Some(008062175ed158000000000000000000045ea1d801e0c9c32d80a94cdcd75d1b080a480b333e223eea1e7a73ad57c1d8dd)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(0040f57a741b178a8a02000000000000)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e71cd3068e6118bfb392b798317f63a8932e1e0cc1b3bd1870b32ee31a132e6687a836e5c3c2c19b41f835737fbebba8fa2565144b0d014ab=Some(008062175ed158000000000000000000040b32ee31a132e6687a836e5c3c2c19b41f835737fbebba8fa2565144b0d014ab)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(0040f57a741b178a8a02000000000000)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e71cd3068e6118bfb392b798317f63a893e73123ebcdee9161cbd2d43530a44705ad088af313e18f80b53ef16b36177cd4b77b846f2a5f07c=Some(0000c16ff28623000000000000000000041cbd2d43530a44705ad088af313e18f80b53ef16b36177cd4b77b846f2a5f07c)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(0040f57a741b178a8a02000000000000)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e71cd3068e6118bfb392b798317f63a8944de0d72eae633ee1510d8d06dea51ca488970a140a49972e4f168a7798672fdf7f93fea2390b095=Some(008062175ed158000000000000000000041510d8d06dea51ca488970a140a49972e4f168a7798672fdf7f93fea2390b095)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(0040f57a741b178a8a02000000000000)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get e2e62dd81c48a88f73b6f6463555fd8e71cd3068e6118bfb392b798317f63a894f58b588ac077bd5306721211d5404bd9da88e0204360a1a9ab8b87c66c1bc2fcdd37f3c2222cc20=Some(0000c16ff2862300000000000000000004306721211d5404bd9da88e0204360a1a9ab8b87c66c1bc2fcdd37f3c2222cc20)
2020-05-05 19:13:34.280 main TRACE state  7be5: Get c2261276cc9d1f8598ea4b6a74b15c2f57c875e4cff74148e4628f264b974c80=Some(0040f57a741b178a8a02000000000000)
